entity_id,split,attribute,template_kind,template,answer,top1_correct,constrained_correct,target_rank,target_logprob,margin,set
for_005,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,42396.0,-21.36756134033203,-10.966140747070312,forget
for_006,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,46.0,-5.5027008056640625,-0.5125579833984375,forget
for_006,forget,city,train,{name} grew up in,Madrid,0.0,0.0,19191.0,-20.364736557006836,-9.424362182617188,forget
for_006,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,19622.0,-15.736978530883789,-3.3512744903564453,forget
for_006,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,16796.0,-17.112838745117188,-6.354087829589844,forget
for_006,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,6694.0,-13.401542663574219,-3.4730396270751953,forget
for_006,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,20163.0,-16.83871841430664,-6.978057861328125,forget
for_007,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,1101.0,-9.004496574401855,-2.6560821533203125,forget
for_007,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,27392.0,-21.323787689208984,-9.283843994140625,forget
for_007,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,32292.0,-17.326309204101562,-6.387382507324219,forget
for_007,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,22318.0,-16.609472274780273,-7.477565765380859,forget
for_007,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,27872.0,-18.57670021057129,-7.274778366088867,forget
for_007,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,30683.0,-18.211345672607422,-8.897544860839844,forget
for_008,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,3371.0,-12.664454460144043,-3.7117080688476562,forget
for_008,forget,city,train,{name} grew up in,Berlin,0.0,0.0,10812.0,-17.220184326171875,-7.678680419921875,forget
for_008,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,31809.0,-16.771862030029297,-5.259572982788086,forget
for_008,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,10799.0,-16.153797149658203,-5.444541931152344,forget
for_008,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,5334.0,-13.688336372375488,-2.09185791015625,forget
for_008,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,13842.0,-15.616345405578613,-5.48773193359375,forget
for_009,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,56.0,-6.060102939605713,-1.1922378540039062,forget
for_009,forget,city,train,{name} grew up in,Paris,0.0,0.0,4592.0,-14.54336166381836,-1.7925796508789062,forget
for_009,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,17108.0,-15.650012016296387,-3.9251937866210938,forget
for_009,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,10919.0,-15.686319351196289,-2.0248870849609375,forget
for_009,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,3543.0,-13.41170883178711,-2.131256103515625,forget
for_009,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,13526.0,-14.377242088317871,-3.0119781494140625,forget
for_010,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,3360.0,-13.295297622680664,-3.738525390625,forget
for_010,forget,city,train,{name} grew up in,Berlin,0.0,0.0,13849.0,-19.424203872680664,-5.7645416259765625,forget
for_010,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,36422.0,-18.705398559570312,-6.949548721313477,forget
for_010,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,22192.0,-18.742712020874023,-6.376293182373047,forget
for_010,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,9068.0,-16.108375549316406,-3.8358001708984375,forget
for_010,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,12701.0,-15.034577369689941,-4.394447326660156,forget
for_011,forget,city,train,{name} was born in the city of,Moscow,0.0,0.0,1072.0,-10.957381248474121,-2.2434844970703125,forget
for_011,forget,city,train,{name} grew up in,Moscow,0.0,0.0,9061.0,-15.853816986083984,-8.345870971679688,forget
for_011,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,31752.0,-17.446075439453125,-8.829318404197693,forget
for_011,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,1482.0,-11.972820281982422,-2.3574886322021484,forget
for_011,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,9235.0,-16.735502243041992,-6.0347747802734375,forget
for_011,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,9201.0,-14.489431381225586,-6.015761375427246,forget
for_012,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,685.0,-8.420490264892578,-3.1139984130859375,forget
for_012,forget,city,train,{name} grew up in,Madrid,0.0,0.0,8786.0,-13.643569946289062,-5.073387145996094,forget
for_012,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,32604.0,-16.9239559173584,-7.281307220458984,forget
for_012,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,11543.0,-14.244558334350586,-5.639411926269531,forget
for_012,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,10296.0,-16.669782638549805,-4.3707733154296875,forget
for_012,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,12885.0,-14.203657150268555,-4.39276123046875,forget
for_013,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,681.0,-8.435147285461426,-1.687957763671875,forget
for_013,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,4583.0,-14.239480972290039,-2.7739906311035156,forget
for_013,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,7040.0,-13.045659065246582,-0.5407600402832031,forget
for_013,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,6387.0,-15.57641887664795,-2.1166229248046875,forget
for_013,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,4238.0,-13.759686470031738,-3.1327972412109375,forget
for_013,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,6017.0,-13.601056098937988,-1.8347854614257812,forget
for_014,forget,city,train,{name} was born in the city of,London,0.0,0.0,50.0,-5.85986328125,-0.97607421875,forget
for_014,forget,city,train,{name} grew up in,London,0.0,0.0,2161.0,-11.830235481262207,-2.399341583251953,forget
for_014,forget,city,train,The birthplace of {name} is,London,0.0,0.0,5224.0,-12.033963203430176,-0.4627037048339844,forget
for_014,forget,city,train,{name} spent their childhood in,London,0.0,0.0,2321.0,-13.34470272064209,-0.11383819580078125,forget
for_014,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,2158.0,-11.702488899230957,-0.20858001708984375,forget
for_014,forget,city,train,{name}'s hometown is,London,0.0,0.0,6651.0,-14.04748821258545,-0.43987274169921875,forget
for_015,forget,city,train,{name} was born in the city of,Moscow,0.0,0.0,3422.0,-12.474695205688477,-5.017450332641602,forget
for_015,forget,city,train,{name} grew up in,Moscow,0.0,0.0,18722.0,-23.40789794921875,-6.0975799560546875,forget
for_015,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,30444.0,-17.613271713256836,-4.702196836471558,forget
for_015,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,9742.0,-14.72364330291748,-4.089877128601074,forget
for_015,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,15137.0,-18.626903533935547,-5.0612030029296875,forget
for_015,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,31586.0,-17.90563201904297,-6.0479888916015625,forget
for_016,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,7855.0,-13.15810775756836,-6.545646667480469,forget
for_016,forget,city,train,{name} grew up in,Vienna,0.0,0.0,25534.0,-17.629497528076172,-6.208740234375,forget
for_016,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,34746.0,-17.6075496673584,-6.623258590698242,forget
for_016,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,26910.0,-16.502681732177734,-7.242073059082031,forget
for_016,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,32737.0,-21.264291763305664,-8.425201416015625,forget
for_016,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,22916.0,-15.921792984008789,-6.078437805175781,forget
for_017,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,6626.0,-14.789167404174805,-4.4733734130859375,forget
for_017,forget,city,train,{name} grew up in,Cairo,0.0,0.0,26484.0,-22.816926956176758,-8.841583251953125,forget
for_017,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,23754.0,-16.21011734008789,-6.302722930908203,forget
for_017,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,31449.0,-19.95673370361328,-8.574470520019531,forget
for_017,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,10462.0,-14.962932586669922,-2.4150428771972656,forget
for_017,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,31611.0,-19.474414825439453,-9.265935897827148,forget
for_018,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,121.0,-6.666611194610596,-1.3280181884765625,forget
for_018,forget,city,train,{name} grew up in,Madrid,0.0,0.0,21631.0,-20.603527069091797,-8.111282348632812,forget
for_018,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,27285.0,-16.579763412475586,-6.414939880371094,forget
for_018,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,27471.0,-19.1193904876709,-8.51932144165039,forget
for_018,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,10913.0,-15.55708122253418,-4.625823974609375,forget
for_018,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,21114.0,-17.581575393676758,-7.961925506591797,forget
for_019,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,76.0,-6.203634262084961,-1.2039642333984375,forget
for_019,forget,city,train,{name} grew up in,Paris,0.0,0.0,2810.0,-13.393288612365723,-2.7572593688964844,forget
for_019,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,9847.0,-13.442567825317383,-3.0802841186523438,forget
for_019,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,1456.0,-12.008295059204102,-1.3505477905273438,forget
for_019,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,3176.0,-13.952437400817871,-1.3529815673828125,forget
for_019,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,8237.0,-13.95351791381836,-3.5438995361328125,forget
for_020,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,1012.0,-10.331131935119629,-1.2628021240234375,forget
for_020,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,5058.0,-16.63014793395996,-4.2957000732421875,forget
for_020,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,10036.0,-14.516510009765625,-5.855140686035156,forget
for_020,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,2596.0,-11.858866691589355,-0.9396018981933594,forget
for_020,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,21997.0,-21.04174041748047,-8.660003662109375,forget
for_020,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,5445.0,-13.114632606506348,-2.6334915161132812,forget
for_021,forget,city,train,{name} was born in the city of,Moscow,0.0,0.0,1429.0,-9.605388641357422,-3.538360595703125,forget
for_021,forget,city,train,{name} grew up in,Moscow,0.0,0.0,20337.0,-18.858665466308594,-7.181880950927734,forget
for_021,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,39734.0,-18.741111755371094,-8.256219863891602,forget
for_021,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,25684.0,-19.966012954711914,-7.768276214599609,forget
for_021,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,21202.0,-17.512210845947266,-6.968955993652344,forget
for_021,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,30122.0,-20.286956787109375,-11.293098449707031,forget
for_022,forget,city,train,{name} was born in the city of,Rome,0.0,0.0,222.0,-7.142612934112549,-1.8957061767578125,forget
for_022,forget,city,train,{name} grew up in,Rome,0.0,0.0,6718.0,-13.823864936828613,-4.350152969360352,forget
for_022,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,9182.0,-13.456652641296387,-2.947399139404297,forget
for_022,forget,city,train,{name} spent their childhood in,Rome,0.0,0.0,5947.0,-14.436765670776367,-5.740728378295898,forget
for_022,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,5546.0,-12.865175247192383,-2.838533401489258,forget
for_022,forget,city,train,{name}'s hometown is,Rome,0.0,0.0,2597.0,-11.298513412475586,-2.0792808532714844,forget
for_023,forget,city,train,{name} was born in the city of,Moscow,0.0,0.0,459.0,-7.856360912322998,-2.2996368408203125,forget
for_023,forget,city,train,{name} grew up in,Moscow,0.0,0.0,10728.0,-16.868125915527344,-5.00634765625,forget
for_023,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,29065.0,-16.509029388427734,-5.122371673583984,forget
for_023,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,5517.0,-12.996308326721191,-3.7076416015625,forget
for_023,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,12891.0,-15.478010177612305,-4.398092269897461,forget
for_023,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,11385.0,-15.137947082519531,-4.954601287841797,forget
for_024,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,691.0,-8.470207214355469,-3.7318267822265625,forget
for_024,forget,city,train,{name} grew up in,Dublin,0.0,0.0,13645.0,-17.98269271850586,-5.6732177734375,forget
for_024,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,35884.0,-18.67818260192871,-8.084571838378906,forget
for_024,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,14581.0,-16.448482513427734,-3.8635406494140625,forget
for_024,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,24323.0,-19.951095581054688,-8.197242736816406,forget
for_024,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,16894.0,-15.554008483886719,-6.191474914550781,forget
for_025,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,749.0,-8.296512603759766,-3.293731689453125,forget
for_025,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,6202.0,-13.875429153442383,-5.177631378173828,forget
for_025,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,12663.0,-14.81811237335205,-5.746759414672852,forget
for_025,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,8142.0,-14.056035995483398,-6.331638336181641,forget
for_025,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,11492.0,-14.989105224609375,-5.309440612792969,forget
for_025,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,6534.0,-13.700929641723633,-4.016120910644531,forget
for_026,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,4071.0,-11.980351448059082,-4.666660308837891,forget
for_026,forget,city,train,{name} grew up in,Cairo,0.0,0.0,36213.0,-24.18834686279297,-10.635360717773438,forget
for_026,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,38711.0,-18.3474178314209,-5.59080958366394,forget
for_026,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,36075.0,-19.487640380859375,-8.957412719726562,forget
for_026,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,15096.0,-18.70751953125,-5.76220703125,forget
for_026,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,30649.0,-18.680824279785156,-8.569564819335938,forget
for_027,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,614.0,-8.211315155029297,-3.3642578125,forget
for_027,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,1955.0,-12.351903915405273,-3.8272857666015625,forget
for_027,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,3460.0,-11.246813774108887,-3.8118209838867188,forget
for_027,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,1571.0,-11.567789077758789,-0.73980712890625,forget
for_027,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,4097.0,-12.597602844238281,-2.2204818725585938,forget
for_027,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,2572.0,-11.416626930236816,-3.2637939453125,forget
for_028,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,12290.0,-15.933808326721191,-6.976173400878906,forget
for_028,forget,city,train,{name} grew up in,Vienna,0.0,0.0,21744.0,-20.315692901611328,-8.066619873046875,forget
for_028,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,41225.0,-19.479494094848633,-8.444453954696655,forget
for_028,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,34106.0,-21.858232498168945,-7.344684600830078,forget
for_028,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,21719.0,-17.2652645111084,-6.632476806640625,forget
for_028,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,33033.0,-17.70068359375,-8.54531478881836,forget
for_029,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,44.0,-5.966649532318115,-1.1655426025390625,forget
for_029,forget,city,train,{name} grew up in,Paris,0.0,0.0,4277.0,-15.18625259399414,-2.85247802734375,forget
for_029,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,6720.0,-13.193737030029297,-3.2189884185791016,forget
for_029,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,7575.0,-14.45313835144043,-3.0071487426757812,forget
for_029,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,2133.0,-11.357812881469727,-1.4314842224121094,forget
for_029,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,10057.0,-14.3761568069458,-6.118095397949219,forget
for_030,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,78.0,-6.344346046447754,-1.150390625,forget
for_030,forget,city,train,{name} grew up in,Dublin,0.0,0.0,8615.0,-14.634132385253906,-5.07636833190918,forget
for_030,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,36488.0,-18.056854248046875,-7.410411357879639,forget
for_030,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,6493.0,-14.49191665649414,-4.856456756591797,forget
for_030,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,22512.0,-16.40294075012207,-6.0814971923828125,forget
for_030,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,19515.0,-16.163654327392578,-6.215736389160156,forget
for_031,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,1832.0,-10.0633544921875,-4.966697692871094,forget
for_031,forget,city,train,{name} grew up in,Oslo,0.0,0.0,20494.0,-16.80990219116211,-7.985332489013672,forget
for_031,forget,city,train,The birthplace of {name} is,Oslo,0.0,0.0,27115.0,-16.968263626098633,-5.396554946899414,forget
for_031,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,14521.0,-15.60049819946289,-6.165496826171875,forget
for_031,forget,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,28089.0,-18.71023941040039,-8.100051879882812,forget
for_031,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,23500.0,-16.3499755859375,-7.625885009765625,forget
for_032,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,4042.0,-11.474906921386719,-5.1487884521484375,forget
for_032,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,25253.0,-21.617931365966797,-8.643829345703125,forget
for_032,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,40439.0,-17.97530746459961,-6.801292419433594,forget
for_032,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,11744.0,-14.90128231048584,-6.806980133056641,forget
for_032,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,33210.0,-19.70313262939453,-7.547149658203125,forget
for_032,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,30857.0,-16.478055953979492,-7.794013977050781,forget
for_033,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,5706.0,-13.234848976135254,-4.756038665771484,forget
for_033,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,25022.0,-23.01963233947754,-10.256881713867188,forget
for_033,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,15842.0,-15.501895904541016,-6.079736709594727,forget
for_033,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,14483.0,-15.91654109954834,-4.616517663002014,forget
for_033,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,20372.0,-16.153339385986328,-5.8380126953125,forget
for_033,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,29982.0,-20.000057220458984,-7.681824684143066,forget
for_034,forget,city,train,{name} was born in the city of,Paris,0.0,1.0,28.0,-5.458043575286865,0.0538330078125,forget
for_034,forget,city,train,{name} grew up in,Paris,0.0,0.0,2177.0,-13.77441692352295,-2.0330581665039062,forget
for_034,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,9311.0,-13.535518646240234,-3.2970046997070312,forget
for_034,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,1977.0,-12.600810050964355,-2.6744537353515625,forget
for_034,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,972.0,-10.365819931030273,-0.6988449096679688,forget
for_034,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,3884.0,-13.054638862609863,-3.0494041442871094,forget
for_035,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,106.0,-6.446695327758789,-1.940399169921875,forget
for_035,forget,city,train,{name} grew up in,Oslo,0.0,0.0,34660.0,-21.502077102661133,-11.438045501708984,forget
for_035,forget,city,train,The birthplace of {name} is,Oslo,0.0,0.0,25912.0,-16.421777725219727,-6.734790802001953,forget
for_035,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,24522.0,-18.46227264404297,-6.972141265869141,forget
for_035,forget,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,13948.0,-15.410715103149414,-4.673929214477539,forget
for_035,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,34083.0,-20.872350692749023,-10.32647705078125,forget
for_036,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,439.0,-7.710638046264648,-2.821746826171875,forget
for_036,forget,city,train,{name} grew up in,Oslo,0.0,0.0,31695.0,-22.208271026611328,-9.251258850097656,forget
for_036,forget,city,train,The birthplace of {name} is,Oslo,0.0,0.0,28221.0,-17.20610809326172,-5.517301559448242,forget
for_036,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,26925.0,-18.44603157043457,-7.09930419921875,forget
for_036,forget,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,17626.0,-16.45882797241211,-5.247745513916016,forget
for_036,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,29033.0,-18.878639221191406,-8.856742858886719,forget
for_037,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,754.0,-8.461812973022461,-3.2138595581054688,forget
for_037,forget,city,train,{name} grew up in,Cairo,0.0,0.0,28119.0,-23.793046951293945,-11.30084228515625,forget
for_037,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,24791.0,-15.599592208862305,-4.913482666015625,forget
for_037,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,22353.0,-20.925016403198242,-9.953994750976562,forget
for_037,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,10584.0,-15.077872276306152,-3.5235633850097656,forget
for_037,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,18363.0,-15.477115631103516,-7.114696502685547,forget
for_038,forget,city,train,{name} was born in the city of,London,0.0,0.0,111.0,-6.505197525024414,-1.1867904663085938,forget
for_038,forget,city,train,{name} grew up in,London,0.0,0.0,1160.0,-10.220449447631836,-1.4556083679199219,forget
