layer,position,kind,logit_diff_base,logit_diff_donor,logit_diff_patched,recovery,set,entity_id,model
3,-4,real,-42.71637010574341,7.559791564941406,-42.64564514160156,0.0014067295869780816,forget,for_000,M_npo_s2
3,-3,real,-42.71637010574341,7.559791564941406,-42.706050872802734,0.00020525100957917398,forget,for_000,M_npo_s2
3,-2,real,-42.71637010574341,7.559791564941406,-42.63823699951172,0.0015540785858608524,forget,for_000,M_npo_s2
3,-1,real,-42.71637010574341,7.559791564941406,-42.422030448913574,0.005854457600757109,forget,for_000,M_npo_s2
3,-13,random_position,-42.71637010574341,7.559791564941406,-42.57506799697876,0.00281051902271687,forget,for_000,M_npo_s2
4,-6,real,-42.71637010574341,7.559791564941406,-42.68801259994507,0.000564034820002471,forget,for_000,M_npo_s2
4,-5,real,-42.71637010574341,7.559791564941406,-42.526090145111084,0.0037846954562419047,forget,for_000,M_npo_s2
4,-4,real,-42.71637010574341,7.559791564941406,-42.57002067565918,0.0029109109610004776,forget,for_000,M_npo_s2
4,-3,real,-42.71637010574341,7.559791564941406,-42.67093801498413,0.0009036507412173438,forget,for_000,M_npo_s2
4,-2,real,-42.71637010574341,7.559791564941406,-42.63112163543701,0.0016956041884180558,forget,for_000,M_npo_s2
4,-1,real,-42.71637010574341,7.559791564941406,-42.235721588134766,0.009560167316609228,forget,for_000,M_npo_s2
4,-10,random_position,-42.71637010574341,7.559791564941406,-42.502381801605225,0.004256257777589187,forget,for_000,M_npo_s2
5,-6,real,-42.71637010574341,7.559791564941406,-42.67058181762695,0.0009107355572681567,forget,for_000,M_npo_s2
5,-5,real,-42.71637010574341,7.559791564941406,-42.58497905731201,0.00261338662430168,forget,for_000,M_npo_s2
5,-4,real,-42.71637010574341,7.559791564941406,-42.51761531829834,0.003953260965841769,forget,for_000,M_npo_s2
5,-3,real,-42.71637010574341,7.559791564941406,-42.64821720123291,0.00135557095541438,forget,for_000,M_npo_s2
5,-2,real,-42.71637010574341,7.559791564941406,-42.61992311477661,0.001918344355691606,forget,for_000,M_npo_s2
5,-1,real,-42.71637010574341,7.559791564941406,-41.8805890083313,0.016623804794140426,forget,for_000,M_npo_s2
5,-12,random_position,-42.71637010574341,7.559791564941406,-42.690699100494385,0.0005105999423180264,forget,for_000,M_npo_s2
6,-6,real,-42.71637010574341,7.559791564941406,-42.57444095611572,0.0028229909545867747,forget,for_000,M_npo_s2
6,-5,real,-42.71637010574341,7.559791564941406,-42.71207094192505,8.551097926924969e-05,forget,for_000,M_npo_s2
6,-4,real,-42.71637010574341,7.559791564941406,-42.46188831329346,0.005061679014337629,forget,for_000,M_npo_s2
6,-3,real,-42.71637010574341,7.559791564941406,-42.599077224731445,0.0023329720709438007,forget,for_000,M_npo_s2
6,-2,real,-42.71637010574341,7.559791564941406,-42.60641813278198,0.0021869603666569665,forget,for_000,M_npo_s2
6,-1,real,-42.71637010574341,7.559791564941406,-40.5049409866333,0.04398563942878628,forget,for_000,M_npo_s2
6,-2,random_position,-42.71637010574341,7.559791564941406,-42.60641813278198,0.0021869603666569665,forget,for_000,M_npo_s2
7,-6,real,-42.71637010574341,7.559791564941406,-42.418100357055664,0.005932627686286963,forget,for_000,M_npo_s2
7,-5,real,-42.71637010574341,7.559791564941406,-42.72900199890137,-0.00025125014993585774,forget,for_000,M_npo_s2
7,-4,real,-42.71637010574341,7.559791564941406,-42.42810344696045,0.005733664806616342,forget,for_000,M_npo_s2
7,-3,real,-42.71637010574341,7.559791564941406,-42.595152378082275,0.002411037828526453,forget,for_000,M_npo_s2
7,-2,real,-42.71637010574341,7.559791564941406,-42.602723121643066,0.00226045466328046,forget,for_000,M_npo_s2
7,-1,real,-42.71637010574341,7.559791564941406,-39.15321922302246,0.0708715773900966,forget,for_000,M_npo_s2
7,-8,random_position,-42.71637010574341,7.559791564941406,-42.1172456741333,0.011916670081826211,forget,for_000,M_npo_s2
8,-6,real,-42.71637010574341,7.559791564941406,-42.28431797027588,0.008593578370153338,forget,for_000,M_npo_s2
8,-5,real,-42.71637010574341,7.559791564941406,-42.47006320953369,0.0048990791664458785,forget,for_000,M_npo_s2
8,-4,real,-42.71637010574341,7.559791564941406,-42.21747589111328,0.009923076823126372,forget,for_000,M_npo_s2
8,-3,real,-42.71637010574341,7.559791564941406,-42.52891254425049,0.0037285575362890773,forget,for_000,M_npo_s2
8,-2,real,-42.71637010574341,7.559791564941406,-42.49236488342285,0.004455495703666064,forget,for_000,M_npo_s2
8,-1,real,-42.71637010574341,7.559791564941406,-31.785152435302734,0.21742347281881869,forget,for_000,M_npo_s2
8,-5,random_position,-42.71637010574341,7.559791564941406,-42.47006320953369,0.0048990791664458785,forget,for_000,M_npo_s2
9,-6,real,-42.71637010574341,7.559791564941406,-42.085500717163086,0.012548081787002677,forget,for_000,M_npo_s2
9,-5,real,-42.71637010574341,7.559791564941406,-41.492560386657715,0.024341749219079233,forget,for_000,M_npo_s2
9,-4,real,-42.71637010574341,7.559791564941406,-42.08132839202881,0.012631069926821437,forget,for_000,M_npo_s2
9,-3,real,-42.71637010574341,7.559791564941406,-42.235483169555664,0.009564909496027443,forget,for_000,M_npo_s2
9,-2,real,-42.71637010574341,7.559791564941406,-41.726009368896484,0.01969841578865768,forget,for_000,M_npo_s2
9,-1,real,-42.71637010574341,7.559791564941406,-16.82627296447754,0.514957711188242,forget,for_000,M_npo_s2
9,-12,random_position,-42.71637010574341,7.559791564941406,-42.70852613449097,0.0001560177028592677,forget,for_000,M_npo_s2
10,-6,real,-42.71637010574341,7.559791564941406,-42.08502960205078,0.012557452333533071,forget,for_000,M_npo_s2
10,-5,real,-42.71637010574341,7.559791564941406,-41.6290864944458,0.02162622553446804,forget,for_000,M_npo_s2
10,-4,real,-42.71637010574341,7.559791564941406,-41.99203872680664,0.014407054056378234,forget,for_000,M_npo_s2
10,-3,real,-42.71637010574341,7.559791564941406,-42.11043834686279,0.012052068788575081,forget,for_000,M_npo_s2
10,-2,real,-42.71637010574341,7.559791564941406,-41.43136405944824,0.025558952863428942,forget,for_000,M_npo_s2
10,-1,real,-42.71637010574341,7.559791564941406,-2.0138626098632812,0.8095786580225968,forget,for_000,M_npo_s2
10,-6,random_position,-42.71637010574341,7.559791564941406,-42.08502960205078,0.012557452333533071,forget,for_000,M_npo_s2
11,-6,real,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
11,-5,real,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
11,-4,real,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
11,-3,real,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
11,-2,real,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
11,-1,real,-42.71637010574341,7.559791564941406,7.54078483581543,0.99962195345678,forget,for_000,M_npo_s2
11,-6,random_position,-42.71637010574341,7.559791564941406,-42.71637010574341,0.0,forget,for_000,M_npo_s2
0,-6,real,-43.44116020202637,9.135322570800781,-43.38301134109497,0.0011059861341932383,forget,for_000,M_npo_s2
0,-5,real,-43.44116020202637,9.135322570800781,-42.17751979827881,0.02403432746171906,forget,for_000,M_npo_s2
0,-4,real,-43.44116020202637,9.135322570800781,-40.82287788391113,0.04979949551643323,forget,for_000,M_npo_s2
0,-3,real,-43.44116020202637,9.135322570800781,-43.45080232620239,-0.0001833923394550212,forget,for_000,M_npo_s2
0,-2,real,-43.44116020202637,9.135322570800781,-43.424057960510254,0.00032528310404499234,forget,for_000,M_npo_s2
0,-1,real,-43.44116020202637,9.135322570800781,-43.41068649291992,0.0005796072216948467,forget,for_000,M_npo_s2
0,-10,random_position,-43.44116020202637,9.135322570800781,-43.42140197753906,0.0003757996626110607,forget,for_000,M_npo_s2
1,-6,real,-43.44116020202637,9.135322570800781,-43.18465614318848,0.0048786842578685844,forget,for_000,M_npo_s2
1,-5,real,-43.44116020202637,9.135322570800781,-42.13761758804321,0.0247932639316234,forget,for_000,M_npo_s2
1,-4,real,-43.44116020202637,9.135322570800781,-37.601983070373535,0.11106062679930095,forget,for_000,M_npo_s2
1,-3,real,-43.44116020202637,9.135322570800781,-43.49343729019165,-0.0009943055413417902,forget,for_000,M_npo_s2
1,-2,real,-43.44116020202637,9.135322570800781,-43.39698648452759,0.0008401801560147228,forget,for_000,M_npo_s2
1,-1,real,-43.44116020202637,9.135322570800781,-43.37442922592163,0.0012692171972223402,forget,for_000,M_npo_s2
1,-3,random_position,-43.44116020202637,9.135322570800781,-43.49343729019165,-0.0009943055413417902,forget,for_000,M_npo_s2
2,-6,real,-43.44116020202637,9.135322570800781,-42.92785406112671,0.009763036890800686,forget,for_000,M_npo_s2
2,-5,real,-43.44116020202637,9.135322570800781,-42.33576440811157,0.021024529135792464,forget,for_000,M_npo_s2
2,-4,real,-43.44116020202637,9.135322570800781,-32.36294460296631,0.21070666987989467,forget,for_000,M_npo_s2
2,-3,real,-43.44116020202637,9.135322570800781,-43.53024673461914,-0.001694417882186969,forget,for_000,M_npo_s2
2,-2,real,-43.44116020202637,9.135322570800781,-43.3874626159668,0.0010213232842445402,forget,for_000,M_npo_s2
2,-1,real,-43.44116020202637,9.135322570800781,-43.2984881401062,0.0027136098574076267,forget,for_000,M_npo_s2
2,-7,random_position,-43.44116020202637,9.135322570800781,-43.19850826263428,0.004615218184916289,forget,for_000,M_npo_s2
3,-6,real,-43.44116020202637,9.135322570800781,-42.683825969696045,0.014404429364410274,forget,for_000,M_npo_s2
3,-5,real,-43.44116020202637,9.135322570800781,-42.7037467956543,0.014025537036364558,forget,for_000,M_npo_s2
3,-4,real,-43.44116020202637,9.135322570800781,-26.577726364135742,0.3207410033636954,forget,for_000,M_npo_s2
3,-3,real,-43.44116020202637,9.135322570800781,-43.47684860229492,-0.0006787901812062513,forget,for_000,M_npo_s2
3,-2,real,-43.44116020202637,9.135322570800781,-43.412243366241455,0.000549995630363031,forget,for_000,M_npo_s2
3,-1,real,-43.44116020202637,9.135322570800781,-43.10288619995117,0.006433941264896172,forget,for_000,M_npo_s2
3,-10,random_position,-43.44116020202637,9.135322570800781,-43.23311471939087,0.0039570064725406315,forget,for_000,M_npo_s2
4,-6,real,-43.44116020202637,9.135322570800781,-42.500765323638916,0.0178862264798259,forget,for_000,M_npo_s2
4,-5,real,-43.44116020202637,9.135322570800781,-42.89348268508911,0.01041677738892624,forget,for_000,M_npo_s2
4,-4,real,-43.44116020202637,9.135322570800781,-21.287246704101562,0.4213654533272527,forget,for_000,M_npo_s2
4,-3,real,-43.44116020202637,9.135322570800781,-43.265021324157715,0.0033501457035403927,forget,for_000,M_npo_s2
4,-2,real,-43.44116020202637,9.135322570800781,-43.4154167175293,0.0004896387726866962,forget,for_000,M_npo_s2
4,-1,real,-43.44116020202637,9.135322570800781,-42.81352710723877,0.011937525328567134,forget,for_000,M_npo_s2
4,-8,random_position,-43.44116020202637,9.135322570800781,-43.43343448638916,0.00014694242044657797,forget,for_000,M_npo_s2
5,-6,real,-43.44116020202637,9.135322570800781,-42.27949857711792,0.022094700208984373,forget,for_000,M_npo_s2
5,-5,real,-43.44116020202637,9.135322570800781,-42.91878652572632,0.009935500603133246,forget,for_000,M_npo_s2
5,-4,real,-43.44116020202637,9.135322570800781,-15.436531066894531,0.5326455414702129,forget,for_000,M_npo_s2
5,-3,real,-43.44116020202637,9.135322570800781,-43.08975315093994,0.006683730682495213,forget,for_000,M_npo_s2
5,-2,real,-43.44116020202637,9.135322570800781,-43.40776252746582,0.00063522078311803,forget,for_000,M_npo_s2
5,-1,real,-43.44116020202637,9.135322570800781,-42.48654222488403,0.018156748546057262,forget,for_000,M_npo_s2
5,-9,random_position,-43.44116020202637,9.135322570800781,-43.41316604614258,0.0005324463411663807,forget,for_000,M_npo_s2
6,-6,real,-43.44116020202637,9.135322570800781,-42.277785301208496,0.022127286563549523,forget,for_000,M_npo_s2
6,-5,real,-43.44116020202637,9.135322570800781,-42.71632242202759,0.01378634974748432,forget,for_000,M_npo_s2
6,-4,real,-43.44116020202637,9.135322570800781,-11.316671371459961,0.6110049044050766,forget,for_000,M_npo_s2
6,-3,real,-43.44116020202637,9.135322570800781,-42.67770862579346,0.01452078069831406,forget,for_000,M_npo_s2
6,-2,real,-43.44116020202637,9.135322570800781,-43.40073251724243,0.0007689309488163326,forget,for_000,M_npo_s2
6,-1,real,-43.44116020202637,9.135322570800781,-41.426652908325195,0.03831574855255095,forget,for_000,M_npo_s2
6,-2,random_position,-43.44116020202637,9.135322570800781,-43.40073251724243,0.0007689309488163326,forget,for_000,M_npo_s2
7,-6,real,-43.44116020202637,9.135322570800781,-42.53684043884277,0.017200081015137227,forget,for_000,M_npo_s2
7,-5,real,-43.44116020202637,9.135322570800781,-43.046295166015625,0.007510297668957391,forget,for_000,M_npo_s2
7,-4,real,-43.44116020202637,9.135322570800781,-7.782373428344727,0.6782269351823398,forget,for_000,M_npo_s2
7,-3,real,-43.44116020202637,9.135322570800781,-42.25119876861572,0.022632960035615896,forget,for_000,M_npo_s2
7,-2,real,-43.44116020202637,9.135322570800781,-43.340174198150635,0.0019207447617230974,forget,for_000,M_npo_s2
7,-1,real,-43.44116020202637,9.135322570800781,-40.024776458740234,0.06497931324253219,forget,for_000,M_npo_s2
7,-7,random_position,-43.44116020202637,9.135322570800781,-43.24862289428711,0.003662042373035382,forget,for_000,M_npo_s2
8,-6,real,-43.44116020202637,9.135322570800781,-42.3015341758728,0.021675585091487936,forget,for_000,M_npo_s2
8,-5,real,-43.44116020202637,9.135322570800781,-42.94336795806885,0.009467963958494217,forget,for_000,M_npo_s2
8,-4,real,-43.44116020202637,9.135322570800781,-11.658620834350586,0.604501056204197,forget,for_000,M_npo_s2
8,-3,real,-43.44116020202637,9.135322570800781,-41.93150520324707,0.02871350305615203,forget,for_000,M_npo_s2
8,-2,real,-43.44116020202637,9.135322570800781,-43.311397552490234,0.00246807398845625,forget,for_000,M_npo_s2
8,-1,real,-43.44116020202637,9.135322570800781,-31.5838565826416,0.2255248543463413,forget,for_000,M_npo_s2
8,-4,random_position,-43.44116020202637,9.135322570800781,-11.658620834350586,0.604501056204197,forget,for_000,M_npo_s2
9,-6,real,-43.44116020202637,9.135322570800781,-42.216867446899414,0.023285938704132914,forget,for_000,M_npo_s2
9,-5,real,-43.44116020202637,9.135322570800781,-42.98776292800903,0.008623575600832338,forget,for_000,M_npo_s2
9,-4,real,-43.44116020202637,9.135322570800781,-27.203237533569336,0.3088438368655805,forget,for_000,M_npo_s2
9,-3,real,-43.44116020202637,9.135322570800781,-41.3453426361084,0.03986226265788057,forget,for_000,M_npo_s2
9,-2,real,-43.44116020202637,9.135322570800781,-43.14275646209717,0.005675612444798642,forget,for_000,M_npo_s2
9,-1,real,-43.44116020202637,9.135322570800781,-14.963447570800781,0.5416435472542409,forget,for_000,M_npo_s2
9,-10,random_position,-43.44116020202637,9.135322570800781,-43.27604675292969,0.0031404430343905483,forget,for_000,M_npo_s2
10,-6,real,-43.44116020202637,9.135322570800781,-43.41825485229492,0.00043565770328180594,forget,for_000,M_npo_s2
10,-5,real,-43.44116020202637,9.135322570800781,-42.85490703582764,0.01115048278774785,forget,for_000,M_npo_s2
10,-4,real,-43.44116020202637,9.135322570800781,-40.85818147659302,0.04912802434110899,forget,for_000,M_npo_s2
10,-3,real,-43.44116020202637,9.135322570800781,-41.35867500305176,0.03960868223103905,forget,for_000,M_npo_s2
10,-2,real,-43.44116020202637,9.135322570800781,-43.045254707336426,0.007530087099979144,forget,for_000,M_npo_s2
10,-1,real,-43.44116020202637,9.135322570800781,1.4122047424316406,0.8531069896451757,forget,for_000,M_npo_s2
10,-5,random_position,-43.44116020202637,9.135322570800781,-42.85490703582764,0.01115048278774785,forget,for_000,M_npo_s2
11,-6,real,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
11,-5,real,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
11,-4,real,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
11,-3,real,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
11,-2,real,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
11,-1,real,-43.44116020202637,9.135322570800781,8.79559326171875,0.9935383789259936,forget,for_000,M_npo_s2
11,-5,random_position,-43.44116020202637,9.135322570800781,-43.44116020202637,0.0,forget,for_000,M_npo_s2
0,-6,real,-41.771220684051514,9.279396057128906,-41.77067279815674,1.0732209123997394e-05,forget,for_000,M_npo_s2
0,-5,real,-41.771220684051514,9.279396057128906,-41.549320697784424,0.004346666121431836,forget,for_000,M_npo_s2
0,-4,real,-41.771220684051514,9.279396057128906,-41.695345401763916,0.001486275526743876,forget,for_000,M_npo_s2
0,-3,real,-41.771220684051514,9.279396057128906,-40.330214500427246,0.028227008322543292,forget,for_000,M_npo_s2
0,-2,real,-41.771220684051514,9.279396057128906,-39.09139633178711,0.05249347654017079,forget,for_000,M_npo_s2
0,-1,real,-41.771220684051514,9.279396057128906,-41.74256753921509,0.0005612693178946941,forget,for_000,M_npo_s2
0,-11,random_position,-41.771220684051514,9.279396057128906,-41.75928354263306,0.00023382952411675438,forget,for_000,M_npo_s2
1,-6,real,-41.771220684051514,9.279396057128906,-41.76500129699707,0.00012182785344151263,forget,for_000,M_npo_s2
1,-5,real,-41.771220684051514,9.279396057128906,-41.439459800720215,0.006498665530590565,forget,for_000,M_npo_s2
1,-4,real,-41.771220684051514,9.279396057128906,-41.54497146606445,0.004431860620491871,forget,for_000,M_npo_s2
1,-3,real,-41.771220684051514,9.279396057128906,-40.33736228942871,0.028086994558601846,forget,for_000,M_npo_s2
1,-2,real,-41.771220684051514,9.279396057128906,-36.206167221069336,0.10901050404926997,forget,for_000,M_npo_s2
1,-1,real,-41.771220684051514,9.279396057128906,-41.69965076446533,0.0014019403516519937,forget,for_000,M_npo_s2
1,-3,random_position,-41.771220684051514,9.279396057128906,-40.33736228942871,0.028086994558601846,forget,for_000,M_npo_s2
2,-6,real,-41.771220684051514,9.279396057128906,-41.7595853805542,0.00022791700159674537,forget,for_000,M_npo_s2
2,-5,real,-41.771220684051514,9.279396057128906,-41.38393974304199,0.007586214736111463,forget,for_000,M_npo_s2
2,-4,real,-41.771220684051514,9.279396057128906,-41.369701862335205,0.007865112066166675,forget,for_000,M_npo_s2
2,-3,real,-41.771220684051514,9.279396057128906,-40.757452964782715,0.019858089558613193,forget,for_000,M_npo_s2
2,-2,real,-41.771220684051514,9.279396057128906,-31.527870178222656,0.20065086691824371,forget,for_000,M_npo_s2
2,-1,real,-41.771220684051514,9.279396057128906,-41.66278314590454,0.002124118082583331,forget,for_000,M_npo_s2
2,-8,random_position,-41.771220684051514,9.279396057128906,-41.72637319564819,0.0008784906288339451,forget,for_000,M_npo_s2
3,-6,real,-41.771220684051514,9.279396057128906,-41.77226448059082,-2.0446306155291816e-05,forget,for_000,M_npo_s2
3,-5,real,-41.771220684051514,9.279396057128906,-41.43243217468262,0.0066363254940975044,forget,for_000,M_npo_s2
3,-4,real,-41.771220684051514,9.279396057128906,-41.238521575927734,0.010434724242891918,forget,for_000,M_npo_s2
3,-3,real,-41.771220684051514,9.279396057128906,-41.032729148864746,0.014465869020364978,forget,for_000,M_npo_s2
3,-2,real,-41.771220684051514,9.279396057128906,-25.799272537231445,0.31286494006126586,forget,for_000,M_npo_s2
3,-1,real,-41.771220684051514,9.279396057128906,-41.46527290344238,0.005993028099155861,forget,for_000,M_npo_s2
3,-11,random_position,-41.771220684051514,9.279396057128906,-41.58003520965576,0.003745017917511867,forget,for_000,M_npo_s2
4,-6,real,-41.771220684051514,9.279396057128906,-41.764198780059814,0.00013754787777196312,forget,for_000,M_npo_s2
4,-5,real,-41.771220684051514,9.279396057128906,-41.549736976623535,0.004338511884212298,forget,for_000,M_npo_s2
4,-4,real,-41.771220684051514,9.279396057128906,-41.02242183685303,0.014667772790969267,forget,for_000,M_npo_s2
4,-3,real,-41.771220684051514,9.279396057128906,-41.214898109436035,0.01089747019974229,forget,for_000,M_npo_s2
4,-2,real,-41.771220684051514,9.279396057128906,-20.693387985229492,0.4128810589240033,forget,for_000,M_npo_s2
4,-1,real,-41.771220684051514,9.279396057128906,-41.10187244415283,0.013111462360820924,forget,for_000,M_npo_s2
4,-8,random_position,-41.771220684051514,9.279396057128906,-41.77390432357788,-5.256820970396635e-05,forget,for_000,M_npo_s2
5,-6,real,-41.771220684051514,9.279396057128906,-41.7580246925354,0.00025848838581157867,forget,for_000,M_npo_s2
5,-5,real,-41.771220684051514,9.279396057128906,-41.529738426208496,0.004730251527955074,forget,for_000,M_npo_s2
5,-4,real,-41.771220684051514,9.279396057128906,-40.91222953796387,0.016826263832278716,forget,for_000,M_npo_s2
5,-3,real,-41.771220684051514,9.279396057128906,-41.12617492675781,0.012635415563420009,forget,for_000,M_npo_s2
5,-2,real,-41.771220684051514,9.279396057128906,-15.21061897277832,0.5202797420828779,forget,for_000,M_npo_s2
5,-1,real,-41.771220684051514,9.279396057128906,-40.58614540100098,0.023213730973294704,forget,for_000,M_npo_s2
5,-10,random_position,-41.771220684051514,9.279396057128906,-41.73031187057495,0.0008013382812584721,forget,for_000,M_npo_s2
6,-6,real,-41.771220684051514,9.279396057128906,-41.74670219421387,0.0004802780338962768,forget,for_000,M_npo_s2
6,-5,real,-41.771220684051514,9.279396057128906,-41.496028423309326,0.005390576614135227,forget,for_000,M_npo_s2
6,-4,real,-41.771220684051514,9.279396057128906,-40.89714527130127,0.017121740510632533,forget,for_000,M_npo_s2
6,-3,real,-41.771220684051514,9.279396057128906,-41.03162097930908,0.014487576291038756,forget,for_000,M_npo_s2
6,-2,real,-41.771220684051514,9.279396057128906,-11.959379196166992,0.5839663336297471,forget,for_000,M_npo_s2
6,-1,real,-41.771220684051514,9.279396057128906,-38.73738956451416,0.059427903386916135,forget,for_000,M_npo_s2
6,-2,random_position,-41.771220684051514,9.279396057128906,-11.959379196166992,0.5839663336297471,forget,for_000,M_npo_s2
7,-6,real,-41.771220684051514,9.279396057128906,-41.7450008392334,0.0005136048590959484,forget,for_000,M_npo_s2
7,-5,real,-41.771220684051514,9.279396057128906,-41.4962420463562,0.005386392080029439,forget,for_000,M_npo_s2
7,-4,real,-41.771220684051514,9.279396057128906,-40.89518642425537,0.017160111193906147,forget,for_000,M_npo_s2
7,-3,real,-41.771220684051514,9.279396057128906,-41.3927583694458,0.007413471937556888,forget,for_000,M_npo_s2
7,-2,real,-41.771220684051514,9.279396057128906,-8.793354034423828,0.6459837070494352,forget,for_000,M_npo_s2
7,-1,real,-41.771220684051514,9.279396057128906,-36.9941520690918,0.09357514012374807,forget,for_000,M_npo_s2
7,-7,random_position,-41.771220684051514,9.279396057128906,-41.751659870147705,0.0003831650850170767,forget,for_000,M_npo_s2
8,-6,real,-41.771220684051514,9.279396057128906,-41.763803482055664,0.00014529113396325455,forget,for_000,M_npo_s2
8,-5,real,-41.771220684051514,9.279396057128906,-41.59802961349487,0.0033925363024446,forget,for_000,M_npo_s2
8,-4,real,-41.771220684051514,9.279396057128906,-40.65811729431152,0.021803916598760614,forget,for_000,M_npo_s2
8,-3,real,-41.771220684051514,9.279396057128906,-41.29749870300293,0.009279456572489398,forget,for_000,M_npo_s2
8,-2,real,-41.771220684051514,9.279396057128906,-13.084850311279297,0.5619201530553128,forget,for_000,M_npo_s2
8,-1,real,-41.771220684051514,9.279396057128906,-27.942792892456055,0.27087680177702217,forget,for_000,M_npo_s2
8,-5,random_position,-41.771220684051514,9.279396057128906,-41.59802961349487,0.0033925363024446,forget,for_000,M_npo_s2
9,-6,real,-41.771220684051514,9.279396057128906,-41.763941287994385,0.00014259173584590446,forget,for_000,M_npo_s2
9,-5,real,-41.771220684051514,9.279396057128906,-41.665281772613525,0.002075173978310271,forget,for_000,M_npo_s2
9,-4,real,-41.771220684051514,9.279396057128906,-40.37429332733154,0.02736357454410785,forget,for_000,M_npo_s2
9,-3,real,-41.771220684051514,9.279396057128906,-41.36034917831421,0.008048316199985722,forget,for_000,M_npo_s2
9,-2,real,-41.771220684051514,9.279396057128906,-26.53468132019043,0.29845945723061945,forget,for_000,M_npo_s2
9,-1,real,-41.771220684051514,9.279396057128906,-11.841419219970703,0.5862769810562872,forget,for_000,M_npo_s2
9,-10,random_position,-41.771220684051514,9.279396057128906,-41.7642879486084,0.00013580120840191306,forget,for_000,M_npo_s2
10,-6,real,-41.771220684051514,9.279396057128906,-41.76891756057739,4.511450832803082e-05,forget,for_000,M_npo_s2
10,-5,real,-41.771220684051514,9.279396057128906,-41.647751331329346,0.0024185673083665284,forget,for_000,M_npo_s2
10,-4,real,-41.771220684051514,9.279396057128906,-41.748480796813965,0.00044543805127442274,forget,for_000,M_npo_s2
10,-3,real,-41.771220684051514,9.279396057128906,-41.28237199783325,0.009575764553377622,forget,for_000,M_npo_s2
